Quick Sort, Bubble Sort, Count Sort
2.6e-05,0.000344,0.004492 0.000104,0.010698,0.837462 9e-06,4.2e-05,0.000406
1.3e-05,0.00016,0.001992 6.5e-05,0.005832,0.611421 6e-06,3.9e-05,0.000376
